"code"	"pop"	"MPG"	"ESU"	"A"	"year"	"S_tot_obs"	"n_age3_obs"	"n_age4_obs"	"n_age5_obs"	"n_H_obs"	"n_W_obs"	"p_HOS"	"fit_p_HOS"	"B_take_obs"	"F_rate"
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1979	579	0	0	0	0	0	0	0	0	0.04
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1980	1034	0	0	0	0	0	0	0	0	0.03
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1981	275	0	0	0	0	0	0	0	0	0.07
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1982	745	0	0	0	0	0	0	0	0	0.09
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1983	733	0	0	0	0	0	0	0	0	0.09
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1984	378	0	0	0	0	0	0	0	0	0.1
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1985	386	0	0	0	0	0	0	0	0	0.07
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1986	399	0	0	0	10	40	0.003793627	1	0	0.08
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1987	685	1	59	3	39	11	0.014795144	1	0	0.1
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1988	690	1	27	18	38	12	0.014415781	1	0	0.14
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1989	191	0	9	1	31	19	0.011760243	1	0	0.11
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1990	145	0	6	2	50	0	0.018968134	1	0	0.12
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1991	64	1	14	2	44	7	0.016691958	1	0	0.1
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1992	162	0	9	0	38	13	0.014415781	1	0	0.08
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1993	268	2	2	23	30	20	0.01138088	1	0	0.07
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1994	28	0	2	3	25	25	0.009484067	1	0	0.1
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1995	38	1	6	0	0	0	0	0	0	0.05
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1996	35	0	5	0	0	0	0	0	0	0.05
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1997	103	0	2	0	0	2	0	0	0	0.07
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1998	91	0	6	22	0	28	0	0	0	0.06
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	1999	44	0	16	0	0	16	0	0	0	0.04
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2000	58	2	19	3	0	22	0	0	2	0.06
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2001	512	9	74	7	0	65	0	1	25	0.15
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2002	430	11	119	39	142	130	0.053869499	1	39	0.13
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2003	424	2	57	181	266	187	0.10091047	1	53	0.09
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2004	215	2	45	8	163	37	0.061836115	1	19	0.11
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2005	143	3	40	6	107	39	0.040591806	1	9	0.08
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2006	251	10	93	4	146	86	0.05538695	1	21	0.08
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2007	171	6	39	30	104	44	0.039453718	1	31	0.09
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2008	216	5	73	12	125	72	0.047420334	1	18	0.15
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2009	276	39	90	25	104	119	0.039453718	1	35	0.11
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2010	973	26	430	7	439	435	0.166540212	1	28	0.15
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2011	1662	31	83	6	52	83	0.019726859	1	37	0.11
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2012	665	14	321	44	328	329	0.124430956	1	50	0.13
"GRCAT"	"Catherine"	"Grande Ronde/Imnaha"	"SRSS"	29.1522	2013	489	96	201	42	220	285	0.083459788	1	54	0.1
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1952	734	0	0	0	0	0	0	0	0	0
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1953	817	2	12	11	0	0	0	0	0	0
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1954	932	0	0	0	0	0	0	0	0	0
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1955	1451	0	0	0	0	0	0	0	0	0
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1956	905	0	0	0	0	0	0	0	0	0
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1957	2204	0	0	0	0	0	0	0	0	0.58
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1958	NA	0	0	0	0	0	0	0	0	0.71
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1959	657	0	0	0	0	0	0	0	0	0.65
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1960	606	0	0	0	0	0	0	0	0	0.58
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1961	281	0	0	0	0	0	0	0	0	0.5
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1962	338	6	11	3	0	0	0	0	0	0.63
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1963	1104	3	16	11	0	0	0	0	0	0.62
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1964	1585	9	89	19	0	0	0	0	0	0.59
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1965	956	1	7	3	0	0	0	0	0	0.74
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1966	1284	22	74	27	0	0	0	0	0	0.44
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1967	1106	8	35	32	0	0	0	0	0	0.58
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1968	1152	1	22	21	0	0	0	0	0	0.52
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1969	914	2	43	25	0	0	0	0	0	0.38
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1970	813	0	23	7	0	0	0	0	0	0.44
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1971	797	5	18	5	0	0	0	0	0	0.33
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1972	1169	2	6	32	0	0	0	0	0	0.53
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1973	1263	0	22	26	0	0	0	0	0	0.54
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1974	947	0	16	16	0	0	0	0	0	0.37
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1975	328	0	5	9	0	0	0	0	0	0
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1976	664	0	8	10	0	0	0	0	0	0.22
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1977	221	0	0	0	0	0	0	0	0	0.34
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1978	1097	0	2	23	0	0	0	0	0	0.06
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1979	157	0	0	0	0	0	0	0	0	0.12
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1980	155	0	0	0	0	0	0	0	0	0.03
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1981	76	0	0	0	0	0	0	0	0	0.07
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1982	520	0	0	0	0	0	0	0	0	0.09
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1983	375	0	0	0	0	0	0	0	0	0.09
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1984	492	0	0	0	0	0	0	0	0	0.1
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1985	675	0	0	0	0	0	0	0	0	0.07
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1986	419	0	0	0	0	0	0	0	0	0.08
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1987	640	0	31	17	0	48	0	1	0	0.1
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1988	975	0	21	62	0	83	0	1	0	0.14
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1989	296	3	21	12	0	36	0	1	0	0.11
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1990	95	1	12	8	1	18	0.000379363	1	0	0.12
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1991	163	0	8	24	0	28	0	1	0	0.1
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1992	196	0	26	8	0	33	0	1	0	0.08
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1993	501	0	17	70	0	85	0	1	0	0.07
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1994	67	0	2	16	0	18	0	1	0	0.1
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1995	37	0	4	0	0	4	0	1	0	0.05
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1996	96	1	23	1	0	22	0	1	0	0.05
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1997	195	0	12	13	0	18	0	1	0	0.07
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1998	185	1	6	13	0	20	0	1	0	0.06
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	1999	95	1	9	2	1	11	0.000379363	1	1	0.04
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2000	231	11	42	11	16	42	0.006069803	1	22	0.06
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2001	651	1	60	7	152	508	0.057663126	1	68	0.15
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2002	861	4	64	13	492	436	0.186646434	1	53	0.13
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2003	818	4	30	42	430	443	0.163125948	1	41	0.09
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2004	858	3	20	4	764	225	0.28983308	1	46	0.11
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2005	678	2	16	4	503	166	0.190819423	1	34	0.08
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2006	480	2	22	3	390	219	0.147951442	1	34	0.08
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2007	391	0	17	8	272	135	0.103186646	1	43	0.09
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2008	1480	8	68	10	1314	500	0.498482549	1	42	0.15
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2009	1095	56	335	49	305	391	0.115705615	1	46	0.11
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2010	4065	3	102	3	66	65	0.025037936	1	43	0.15
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2011	3813	47	75	17	66	83	0.025037936	1	52	0.11
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2012	1792	27	416	43	493	442	0.187025797	1	42	0.13
"GRLOS"	"Lostine"	"Grande Ronde/Imnaha"	"SRSS"	74.6631	2013	533	61	63	125	19	192	0.007207891	1	57	0.1
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1954	794	0	0	0	0	0	0	0	0	0
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1955	1082	0	0	0	0	0	0	0	0	0
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1956	2020	0	0	0	0	0	0	0	0	0
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1957	4104	0	0	0	0	0	0	0	0	0.54
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1958	305	0	0	0	0	0	0	0	0	0.77
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1959	1984	0	0	0	0	0	0	0	0	0.63
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1960	898	0	0	0	0	0	0	0	0	0.57
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1961	438	0	0	0	0	0	0	0	0	0.47
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1962	1474	3	18	7	0	0	0	0	0	0.6
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1963	778	0	0	0	0	0	0	0	0	0.6
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1964	1003	11	31	6	0	0	0	0	0	0.54
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1965	869	0	5	1	0	0	0	0	0	0.64
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1966	822	0	6	5	0	0	0	0	0	0.43
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1967	305	1	8	3	0	0	0	0	0	0.55
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1968	657	6	22	2	0	0	0	0	0	0.42
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1969	931	3	37	5	0	0	0	0	0	0.48
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1970	942	3	18	5	0	0	0	0	0	0.49
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1971	652	2	9	4	0	0	0	0	0	0.34
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1972	871	3	28	5	0	0	0	0	0	0.5
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1973	683	1	7	7	0	0	0	0	0	0.55
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1974	459	1	9	6	0	0	0	0	0	0.37
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1975	377	0	3	3	0	0	0	0	0	0
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1976	547	3	22	4	0	0	0	0	0	0.01
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1977	267	0	0	0	0	0	0	0	0	0.38
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1978	1446	0	0	0	0	0	0	0	0	0.06
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1979	92	0	0	0	0	0	0	0	0	0.04
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1980	102	0	0	0	0	0	0	0	0	0.03
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1981	140	0	0	0	0	0	0	0	0	0.07
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1982	228	0	0	0	0	0	0	0	0	0.09
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1983	216	0	0	0	0	0	0	0	0	0.09
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1984	233	0	0	0	0	0	0	0	0	0.1
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1985	1209	0	0	0	0	0	0	0	0	0.07
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1986	655	0	0	0	25	25	0.009484067	1	0	0.08
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1987	908	1	2	3	25	25	0.009484067	1	0	0.1
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1988	868	1	11	19	19	32	0.007207891	1	0	0.14
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1989	319	0	8	2	0	50	0	1	0	0.11
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1990	528	0	15	4	28	22	0.010622155	1	0	0.12
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1991	399	0	5	8	19	31	0.007207891	1	0	0.1
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1992	394	0	23	8	45	5	0.01707132	1	0	0.08
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1993	415	0	12	22	22	28	0.008345979	1	0	0.07
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1994	54	0	6	6	22	28	0.008345979	1	0	0.1
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1995	70	0	5	0	0	50	0	1	0	0.05
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1996	311	2	54	0	3	48	0.001138088	1	0	0.05
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1997	188	1	45	4	2	48	0.000758725	1	0	0.07
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1998	209	0	6	22	0	50	0	1	0	0.06
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	1999	149	0	12	8	3	48	0.001138088	1	0	0.04
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2000	461	3	74	0	2	77	0.000758725	1	0	0.06
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2001	608	2	32	11	3	48	0.001138088	1	0	0.15
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2002	664	1	83	22	1	108	0.000379363	1	0	0.13
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2003	559	1	17	49	1	71	0.000379363	1	0	0.09
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2004	493	0	58	9	1	67	0.000379363	1	0	0.11
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2005	348	3	15	4	0	22	0	1	0	0.08
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2006	448	1	26	6	0	32	0	1	0	0.08
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2007	313	1	11	15	0	26	0	1	0	0.09
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2008	553	0	33	10	6	45	0.002276176	1	0	0.15
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2009	765	4	29	12	0	41	0	1	0	0.11
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2010	941	4	83	4	35	64	0.013277693	1	0	0.15
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2011	842	8	72	11	19	91	0.007207891	1	0	0.11
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2012	652	2	36	5	4	43	0.001517451	1	0	0.13
"GRMIN"	"Minam"	"Grande Ronde/Imnaha"	"SRSS"	37.7946	2013	459	13	24	12	0	0	0	0	0	0.1
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1955	56	0	0	0	0	0	0	0	0	0
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1956	40	0	0	0	0	0	0	0	0	0
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1957	532	0	0	0	0	0	0	0	0	0.6
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1958	396	0	0	0	0	0	0	0	0	0.73
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1959	179	0	0	0	0	0	0	0	0	0.74
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1960	346	0	0	0	0	0	0	0	0	0.58
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1961	579	0	0	0	0	0	0	0	0	0.49
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1962	973	0	0	0	0	0	0	0	0	0.66
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1963	115	0	0	0	0	0	0	0	0	0.73
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1964	550	0	0	0	0	0	0	0	0	0.62
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1965	620	0	0	0	0	0	0	0	0	0.71
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1966	508	0	0	0	0	0	0	0	0	0.57
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1967	768	0	0	0	0	0	0	0	0	0.59
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1968	1014	0	0	0	0	0	0	0	0	0.47
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1969	1029	0	0	0	0	0	0	0	0	0.4
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1970	418	0	0	0	0	0	0	0	0	0.48
"GRUMA"	"Upper Grande Ronde"	"Grande Ronde/Imnaha"	"SRSS"	32.2713	1971	644	0	0	0	0	0	0	0	0	0.35
